LogR;LogC;Rank;Counter;Images
1,041393;1,477121;11;30;20170708,20170718,20170720,;20170708,20170718,20170720,;20170708,20170718,20170720,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170807,20170814,20170819,;20170807,20170814,20170819,;20170807,20170814,20170819,;20170814,20170819,20170822,;20170814,20170819,20170822,;20170819,20170822,20170824,;20170822,20170824,20170827,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171026,20171028,20171031,;20171026,20171028,20171031,;20171026,20171028,20171031,;20171028,20171031,20171102,;20171028,20171031,20171102,;
1,079181;1,447158;12;28;20170421,20170424,20170501,;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170620,20170630,20170703,;
1,113943;1,447158;13;28;20170421,20170424,20170501,;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170620,20170630,20170703,;
1,146128;1,431364;14;27;20170421,20170424,20170501,;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170613,20170620,20170630,;
1,176091;1,431364;15;27;20170421,20170424,20170501,;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170613,20170620,20170630,;
1,204120;1,431364;16;27;20170421,20170424,20170501,;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170613,20170620,20170630,;
1,230449;1,431364;17;27;20170421,20170424,20170501,;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;20170613,20170620,20170630,;20170613,20170620,20170630,;
1,255273;1,380211;18;24;20170703,20170708,20170718,;20170703,20170708,20170718,;20170703,20170708,20170718,;20170703,20170708,20170718,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;20171016,20171018,20171026,;
1,278754;1,380211;19;24;20170708,20170718,20170720,;20170708,20170718,20170720,;20170708,20170718,20170720,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170807,20170814,20170819,;20170807,20170814,20170819,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171026,20171028,20171031,;20171028,20171031,20171102,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171207,20171210,20171215,;
1,301030;1,380211;20;24;20170708,20170718,20170720,;20170708,20170718,20170720,;20170708,20170718,20170720,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170807,20170814,20170819,;20170807,20170814,20170819,;20170807,20170814,20170819,;20170814,20170819,20170822,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171026,20171028,20171031,;20171028,20171031,20171102,;
1,322219;1,380211;21;24;20170708,20170718,20170720,;20170708,20170718,20170720,;20170708,20170718,20170720,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170718,20170720,20170723,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170720,20170723,20170730,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170807,20170814,20170819,;20170807,20170814,20170819,;20170807,20170814,20170819,;20170814,20170819,20170822,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171026,20171028,20171031,;20171028,20171031,20171102,;
1,342423;1,301030;22;20;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;20170411,20170421,20170424,;
1,361728;1,301030;23;20;20170104,20170111,20170203,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170312,20170315,20170404,;20170911,20170918,20170928,;20170911,20170918,20170928,;20170918,20170928,20171006,;20170918,20170928,20171006,;20171122,20171127,20171207,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171127,20171207,20171210,;20171207,20171210,20171215,;20171207,20171210,20171215,;
1,380211;1,301030;24;20;20170104,20170111,20170203,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170312,20170315,20170404,;20170911,20170918,20170928,;20170911,20170918,20170928,;20170918,20170928,20171006,;20170918,20170928,20171006,;20171122,20171127,20171207,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171127,20171207,20171210,;20171207,20171210,20171215,;20171207,20171210,20171215,;
1,397940;1,255273;25;18;20170104,20170111,20170203,;20170104,20170111,20170203,;20170104,20170111,20170203,;20170111,20170203,20170210,;20170111,20170203,20170210,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170203,20170210,20170220,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170220,20170312,20170315,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171207,20171210,20171215,;
1,414973;1,230449;26;17;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;
1,431364;1,230449;27;17;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;20170613,20170620,20170630,;
1,447158;1,204120;28;16;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;
1,462398;1,204120;29;16;20170421,20170424,20170501,;20170421,20170424,20170501,;20170424,20170501,20170511,;20170424,20170501,20170511,;20170501,20170511,20170514,;20170501,20170511,20170514,;20170511,20170514,20170524,;20170511,20170514,20170524,;20170514,20170524,20170531,;20170514,20170524,20170531,;20170524,20170531,20170603,;20170524,20170531,20170603,;20170531,20170603,20170613,;20170531,20170603,20170613,;20170603,20170613,20170620,;20170603,20170613,20170620,;
1,477121;1,204120;30;16;20170104,20170111,20170203,;20170104,20170111,20170203,;20170111,20170203,20170210,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20171122,20171127,20171207,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171127,20171207,20171210,;20171207,20171210,20171215,;20171207,20171210,20171215,;
1,491362;1,204120;31;16;20170104,20170111,20170203,;20170104,20170111,20170203,;20170111,20170203,20170210,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20171122,20171127,20171207,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171127,20171207,20171210,;20171207,20171210,20171215,;20171207,20171210,20171215,;
1,505150;1,176091;32;15;20170708,20170718,20170720,;20170718,20170720,20170723,;20170720,20170723,20170730,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170807,20170814,20170819,;20170807,20170814,20170819,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171026,20171028,20171031,;20171026,20171028,20171031,;20171028,20171031,20171102,;20171028,20171031,20171102,;
1,518514;1,176091;33;15;20170708,20170718,20170720,;20170718,20170720,20170723,;20170720,20170723,20170730,;20170723,20170730,20170807,;20170723,20170730,20170807,;20170730,20170807,20170814,;20170730,20170807,20170814,;20170807,20170814,20170819,;20170807,20170814,20170819,;20171018,20171026,20171028,;20171018,20171026,20171028,;20171026,20171028,20171031,;20171026,20171028,20171031,;20171028,20171031,20171102,;20171028,20171031,20171102,;
1,531479;1,176091;34;15;20170104,20170111,20170203,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170312,20170315,20170404,;20170911,20170918,20170928,;20170918,20170928,20171006,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171207,20171210,20171215,;
1,544068;1,176091;35;15;20170104,20170111,20170203,;20170111,20170203,20170210,;20170203,20170210,20170220,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170210,20170220,20170312,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170220,20170312,20170315,;20170312,20170315,20170404,;20170911,20170918,20170928,;20170918,20170928,20171006,;20171122,20171127,20171207,;20171127,20171207,20171210,;20171207,20171210,20171215,;
1,556303;1,113943;36;13;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20170404,20170411,20170421,;20171031,20171102,20171115,;20171031,20171102,20171115,;
1,568202;1,113943;37;13;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;20170827,20170911,20170918,;
