LogR;LogC;Rank;Counter;Pattern;Class
2,705864;1,819544;508;66;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,255,255,;2
2,706718;1,819544;509;66;198,255,255,198,255,255,198,255,255,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,0,0,0,;2
2,707570;1,819544;510;66;198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,0,0,0,0,0,0,0,0,0,;2
2,708421;1,819544;511;66;198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,709270;1,819544;512;66;198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,710117;1,819544;513;66;124,198,255,124,198,255,124,198,255,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;2
2,710963;1,819544;514;66;124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;2
2,711807;1,819544;515;66;0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,0,0,0,;2
2,712650;1,819544;516;66;0,0,0,0,0,0,0,0,0,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,;2
2,713491;1,812913;517;65;255,198,124,255,198,124,255,198,124,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
2,714330;1,812913;518;65;198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,0,0,0,0,0,0,0,0,0,;2
2,715167;1,812913;519;65;198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,716003;1,812913;520;65;198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
2,716838;1,812913;521;65;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,0,0,0,0,0,0,124,198,198,;2
2,717671;1,812913;522;65;124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,198,198,198,;2
2,718502;1,812913;523;65;0,0,0,0,0,0,198,124,124,0,0,0,0,0,0,198,124,124,0,0,0,0,0,0,198,124,124,;2
2,719331;1,812913;524;65;0,0,0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,;2
2,720159;1,812913;525;65;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,198,198,255,198,198,255,198,;2
2,720986;1,806180;526;64;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,;2
2,721811;1,806180;527;64;198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,722634;1,806180;528;64;198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,198,198,198,;2
2,723456;1,806180;529;64;198,198,198,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,;2
2,724276;1,806180;530;64;124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,;2
2,725095;1,806180;531;64;0,0,0,198,124,124,198,124,124,0,0,0,198,124,124,198,124,124,0,0,0,198,124,124,198,124,124,;2
2,725912;1,806180;532;64;0,0,0,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
2,726727;1,806180;533;64;0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,;2
2,727541;1,806180;534;64;0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,124,0,0,;2
2,728354;1,799341;535;63;198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
2,729165;1,799341;536;63;198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,729974;1,799341;537;63;198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,730782;1,799341;538;63;124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,;2
2,731589;1,799341;539;63;124,124,124,198,198,198,198,198,198,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,732394;1,799341;540;63;0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,124,124,0,0,0,0,0,0,0,0,0,;2
2,733197;1,799341;541;63;0,0,0,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;2
2,733999;1,799341;542;63;0,0,0,124,124,198,124,124,198,0,0,0,124,124,198,124,124,198,0,0,0,0,0,0,0,0,0,;2
2,734800;1,799341;543;63;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,198,198,198,198,198,198,198,198,198,;2
2,735599;1,792392;544;62;255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,;2
2,736397;1,792392;545;62;198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,;2
2,737193;1,792392;546;62;198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
2,737987;1,792392;547;62;198,255,255,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,0,0,0,0,0,0,0,0,0,;2
2,738781;1,792392;548;62;198,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,739572;1,792392;549;62;198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,;2
2,740363;1,792392;550;62;198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,;2
2,741152;1,792392;551;62;198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,;2
2,741939;1,792392;552;62;198,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,;2
2,742725;1,792392;553;62;124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,;2
2,743510;1,792392;554;62;124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,744293;1,792392;555;62;124,124,124,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,;2
2,745075;1,792392;556;62;0,0,0,198,198,255,198,198,255,0,0,0,198,198,255,198,198,255,0,0,0,0,0,0,0,0,0,;2
2,745855;1,792392;557;62;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,;2
2,746634;1,785330;558;61;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,747412;1,785330;559;61;124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,198,;2
2,748188;1,785330;560;61;0,124,124,0,124,124,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,748963;1,785330;561;61;0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,;2
2,749736;1,785330;562;61;0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,;2
2,750508;1,785330;563;61;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,198,124,124,198,124,124,198,124,124,198,;2
2,751279;1,785330;564;61;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,198,198,198,198,198,198,;2
2,752048;1,785330;565;61;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,198,198,198,;2
2,752816;1,778151;566;60;255,198,124,255,198,124,255,198,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,753583;1,778151;567;60;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,124,198,255,124,198,255,124,198,255,;2
2,754348;1,778151;568;60;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,;2
2,755112;1,778151;569;60;198,124,198,198,124,198,198,124,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,755875;1,778151;570;60;124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,;2
2,756636;1,778151;571;60;0,0,0,0,0,0,124,198,198,0,0,0,0,0,0,124,198,198,0,0,0,0,0,0,0,0,0,;2
2,757396;1,778151;572;60;0,0,0,0,0,0,0,0,0,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,124,198,255,;2
2,758155;1,778151;573;60;0,0,0,0,0,0,0,0,0,0,0,0,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
2,758912;1,770852;574;59;255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,759668;1,770852;575;59;255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,760422;1,770852;576;59;198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;2
2,761176;1,770852;577;59;198,198,198,198,198,198,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,255,255,255,;2
2,761928;1,770852;578;59;198,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,762679;1,770852;579;59;198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,;2
2,763428;1,770852;580;59;198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,124,124,124,124,124,124,124,124,124,;2
2,764176;1,770852;581;59;124,124,124,124,124,124,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,764923;1,763428;582;58;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,198,198,;2
2,765669;1,763428;583;58;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,255,255,;2
2,766413;1,763428;584;58;198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,0,0,0,198,198,255,198,198,255,;2
2,767156;1,763428;585;58;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,198,198,198,;2
2,767898;1,763428;586;58;198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,768638;1,763428;587;58;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,0,0,0,124,198,198,124,198,198,;2
2,769377;1,763428;588;58;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,124,124,0,124,124,0,;2
2,770115;1,763428;589;58;0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,;2
2,770852;1,755875;590;57;255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,;2
2,771587;1,755875;591;57;255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,;2
2,772322;1,755875;592;57;255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,;2
2,773055;1,755875;593;57;198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,773786;1,755875;594;57;198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,;2
2,774517;1,755875;595;57;198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,775246;1,755875;596;57;124,255,255,124,255,255,124,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,775974;1,755875;597;57;124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,776701;1,755875;598;57;124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,777427;1,748188;599;56;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,;2
2,778151;1,748188;600;56;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,;2
2,778874;1,748188;601;56;198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
2,779596;1,748188;602;56;198,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;2
2,780317;1,748188;603;56;124,198,255,124,198,255,124,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
2,781037;1,748188;604;56;124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,124,124,124,124,124,124,124,124,;2
2,781755;1,748188;605;56;124,124,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,;2
2,782473;1,748188;606;56;124,124,124,0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,783189;1,748188;607;56;0,0,124,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,783904;1,748188;608;56;0,0,0,124,198,198,124,198,198,0,0,0,124,198,198,124,198,198,0,0,0,0,0,0,0,0,0,;2
2,784617;1,740363;609;55;255,255,255,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,785330;1,740363;610;55;198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;2
2,786041;1,740363;611;55;198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,0,0,0,0,0,0,0,0,0,;2
2,786751;1,740363;612;55;124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,;2
2,787460;1,740363;613;55;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,124,124,;2
2,788168;1,740363;614;55;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,198,;2
2,788875;1,740363;615;55;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,198,255,255,;2
2,789581;1,740363;616;55;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,;2
2,790285;1,732394;617;54;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,790988;1,732394;618;54;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,;2
2,791691;1,732394;619;54;198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,;2
2,792392;1,732394;620;54;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,;2
2,793092;1,732394;621;54;198,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,;2
2,793790;1,732394;622;54;124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,;2
2,794488;1,732394;623;54;124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,;2
2,795185;1,732394;624;54;124,124,255,124,124,255,124,124,255,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,;2
2,795880;1,732394;625;54;124,124,255,124,124,255,124,124,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,796574;1,732394;626;54;124,124,124,198,124,124,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,797268;1,732394;627;54;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,124,124,124,124,124,124,198,198,198,;2
2,797960;1,732394;628;54;0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,198,;2
2,798651;1,732394;629;54;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,198,255,255,198,255,255,;2
2,799341;1,732394;630;54;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,;2
2,800029;1,732394;631;54;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,;2
2,800717;1,724276;632;53;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,255,255,198,255,255,;2
2,801404;1,724276;633;53;198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
2,802089;1,724276;634;53;198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;2
2,802774;1,724276;635;53;198,198,198,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,803457;1,724276;636;53;198,198,198,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,804139;1,724276;637;53;124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,255,124,124,255,124,124,255,;2
2,804821;1,724276;638;53;0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,198,255,255,198,255,255,;2
2,805501;1,724276;639;53;0,0,0,0,0,0,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,124,198,198,;2
2,806180;1,716003;640;52;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,806858;1,716003;641;52;255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,807535;1,716003;642;52;255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,;2
2,808211;1,716003;643;52;255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,255,0,0,0,0,0,0,0,0,0,;2
2,808886;1,716003;644;52;255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;2
2,809560;1,716003;645;52;255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;2
2,810233;1,716003;646;52;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,;2
2,810904;1,716003;647;52;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,124,255,255,;2
2,811575;1,716003;648;52;198,198,255,198,198,255,198,198,255,0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,198,255,;2
2,812245;1,716003;649;52;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,198,198,;2
2,812913;1,716003;650;52;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,;2
2,813581;1,716003;651;52;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,;2
2,814248;1,716003;652;52;198,198,198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,814913;1,716003;653;52;198,198,124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;2
2,815578;1,716003;654;52;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,816241;1,716003;655;52;0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,0,0,0,;2
2,816904;1,716003;656;52;0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
2,817565;1,716003;657;52;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,818226;1,716003;658;52;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,255,255,124,255,255,124,255,255,;2
2,818885;1,707570;659;51;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,;2
2,819544;1,707570;660;51;255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,0,0,0,0,0,0,0,0,0,;2
2,820201;1,707570;661;51;255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,255,198,0,;2
2,820858;1,707570;662;51;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,;2
2,821514;1,707570;663;51;198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
2,822168;1,707570;664;51;198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,;2
2,822822;1,707570;665;51;198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,;2
2,823474;1,707570;666;51;198,198,198,198,198,198,198,198,198,198,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,;2
2,824126;1,707570;667;51;198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,;2
2,824776;1,707570;668;51;124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,;2
2,825426;1,707570;669;51;124,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;2
2,826075;1,707570;670;51;124,124,198,124,124,198,124,124,198,0,0,0,0,0,0,124,124,198,0,0,0,0,0,0,124,124,198,;2
2,826723;1,707570;671;51;124,124,124,124,124,124,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,827369;1,707570;672;51;0,0,0,255,198,198,255,198,198,0,0,0,198,198,198,198,198,198,0,0,0,198,198,198,198,198,198,;2
2,828015;1,707570;673;51;0,0,0,0,0,0,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,828660;1,707570;674;51;0,0,0,0,0,0,0,0,0,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,;2
2,829304;1,707570;675;51;0,0,0,0,0,0,0,0,0,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,829947;1,707570;676;51;0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,830589;1,707570;677;51;0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
2,831230;1,698970;678;50;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,255,255,255,;2
2,831870;1,698970;679;50;255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,255,255,255,;2
2,832509;1,698970;680;50;255,255,255,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,;2
2,833147;1,698970;681;50;255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
2,833784;1,698970;682;50;255,255,198,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;2
2,834421;1,698970;683;50;255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,0,0,0,;2
2,835056;1,698970;684;50;255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,;2
2,835691;1,698970;685;50;198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,;2
2,836324;1,698970;686;50;198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,;2
2,836957;1,698970;687;50;198,255,198,198,255,198,198,255,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,837588;1,698970;688;50;198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
2,838219;1,698970;689;50;198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,;2
2,838849;1,698970;690;50;198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,;2
2,839478;1,698970;691;50;198,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,840106;1,698970;692;50;198,198,198,198,198,198,198,198,198,124,198,198,124,198,198,124,198,198,0,0,0,0,0,0,0,0,0,;2
2,840733;1,698970;693;50;198,198,124,198,198,124,198,198,124,198,124,124,198,124,124,198,124,124,198,198,124,198,198,124,198,198,124,;2
2,841359;1,698970;694;50;124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,124,255,255,0,0,0,0,0,0,0,0,0,;2
2,841985;1,698970;695;50;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,;2
2,842609;1,698970;696;50;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,124,124,0,124,124,0,124,124,;2
2,843233;1,698970;697;50;124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,;2
2,843855;1,698970;698;50;0,0,124,0,0,124,0,0,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,;2
2,844477;1,698970;699;50;0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
2,845098;1,698970;700;50;0,0,0,124,124,124,124,124,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
2,845718;1,698970;701;50;0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
2,846337;1,698970;702;50;0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;2
2,846955;1,698970;703;50;0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,;2
